sentence_id	words	labels
831	potavan	O
831	ellam	O
831	thakkali	B-CAUSE
831	sou	I-CAUSE
831	's	I-CAUSE
831	da	I-CAUSE
832	Who	O
832	is	O
832	dislike	O
832	this	O
832	trailer	O
832	shit	B-CAUSE
832	...	I-CAUSE
832	kaila	I-CAUSE
832	kedacha	I-CAUSE
832	settha	I-CAUSE
833	Viswasatha	O
833	kaaturathuka	O
833	innorunthangala	B-CAUSE
833	yen	I-CAUSE
833	asinga	I-CAUSE
833	paduthiringa	I-CAUSE
833	#	O
833	thala	O
833	#	O
833	haters	O
834	Ithana	O
834	time	O
834	naan	O
834	yendha	B-CAUSE
834	trailerum	I-CAUSE
834	ipdi	I-CAUSE
834	paathadhilla🧐🧐🧐🧐	I-CAUSE
835	enna	O
835	fur	O
835	elise	B-CAUSE
835	theme	I-CAUSE
835	ah	I-CAUSE
835	potrukanga	I-CAUSE
835	..	I-CAUSE
835	ilaiyaraja	O
835	ku	O
835	Idhu	O
835	aanmai	B-CAUSE
835	illadha	I-CAUSE
835	thanama	I-CAUSE
835	therlaya	I-CAUSE
835	?	I-CAUSE
835	?	O
836	Padathula	O
836	Sivakarthikeyan	O
836	adhigama	B-CAUSE
836	peasama	I-CAUSE
836	irndhaalae	I-CAUSE
836	padam	I-CAUSE
836	Oodirum	I-CAUSE
836	By	O
836	,	O
836	#	O
836	YuvaNisM	O
837	Intha	O
837	movie	O
837	ku	O
837	kandipaa	O
837	....	O
837	problm	B-CAUSE
837	varum	I-CAUSE
837	Because	O
837	nalla	O
837	movie	O
837	ellathukum	O
837	problm	O
837	varum	O
837	Its	O
837	a	O
837	masss	O
837	movie	O
837	,	O
837	mass	O
837	bgm	O
838	Padam	O
838	mokka	B-CAUSE
838	ya	I-CAUSE
838	than	O
838	irukum	O
838	but	O
838	thala	O
838	nadichathunala	O
838	inum	O
838	nalla	O
838	varum	O
838	Tamil	O
838	la	O
838	so	B-CAUSE
838	nerkonda	I-CAUSE
838	parvai	I-CAUSE
838	konjam	I-CAUSE
838	support	I-CAUSE
838	panunga	I-CAUSE
839	Dislike	O
839	potavan	O
839	la	O
839	Apdiye	B-CAUSE
839	odi	I-CAUSE
839	poidu	I-CAUSE
839	,	I-CAUSE
839	pola	I-CAUSE
839	gand	I-CAUSE
839	la	I-CAUSE
839	iruka	I-CAUSE
840	This	O
840	concept	B-CAUSE
840	looks	I-CAUSE
840	like	I-CAUSE
840	arjun	I-CAUSE
840	suravaram	I-CAUSE
840	movie	I-CAUSE
840	in	O
840	telugu	O
841	Padam	O
841	trailer	O
841	mooka	B-CAUSE
841	,	I-CAUSE
841	padamum	O
841	waste	B-CAUSE
841	Insulting	I-CAUSE
841	amitab	O
841	Poi	B-CAUSE
841	sethu	I-CAUSE
841	thola	I-CAUSE
841	da	O
841	ajith	O
841	sunni	B-CAUSE
842	Oruthar	O
842	mel	O
842	ningga	O
842	visvasam	O
842	katerethekage	O
842	,	O
842	innoruthare	B-CAUSE
842	yen	I-CAUSE
842	asinge	I-CAUSE
842	padetheringe	I-CAUSE
843	pakke	B-CAUSE
843	thanE	I-CAUSE
843	porai	I-CAUSE
843	intha	O
843	kaaliyoda	O
843	aatteththa	O
844	Guyzz	O
844	1m	O
844	likes	O
844	vara	B-CAUSE
844	varaikum	I-CAUSE
844	vitraadheenga	I-CAUSE
844	...	I-CAUSE
845	Yethana	O
845	padam	O
845	dhaan	O
845	da	O
845	ore	B-CAUSE
845	maadhiri	I-CAUSE
845	yedupenga	I-CAUSE
846	palli	O
846	thevidiya	B-CAUSE
846	telugu	O
846	vantheri	O
846	vadu	O
846	payaluvalaa	B-CAUSE
846	..	I-CAUSE
847	Oruthar	O
847	mela	O
847	neenga	O
847	visuvaasam	O
847	kaaturadhukku	O
847	innoruthara	B-CAUSE
847	edhukku	I-CAUSE
847	asingapaduthureenga	I-CAUSE
848	Like	O
848	kaithi	O
848	cmnt	O
848	bigil	O
848	indha	O
848	maari	O
848	cmnt	O
848	paatha	O
848	skip	B-CAUSE
848	panidunga	I-CAUSE
848	pa	I-CAUSE
849	#	O
849	Enaya	B-CAUSE
849	pandrika	I-CAUSE
849	thala	I-CAUSE
849	trailer	I-CAUSE
849	views	O
849	ha	O
849	low	O
849	VA	O
849	iruku	O
850	2:00	O
850	Ivan	O
850	voice	O
850	kekkum	O
850	pothulam	O
850	ooru	B-CAUSE
850	artificial	I-CAUSE
850	ava	I-CAUSE
850	feel	I-CAUSE
850	avuthu	I-CAUSE
850	ooru	O
850	hero	O
850	feel	O
850	la	O
850	varamattuthu	O
851	Soori	B-CAUSE
851	illama	I-CAUSE
851	iruntha	I-CAUSE
851	movie	O
851	supper	O
851	hit	O
852	Thalaivar	O
852	oada	O
852	intha	O
852	vayasukum	O
852	make	O
852	up	O
852	pottalum	O
852	semmaya	O
852	irukaraea	O
852	....	O
852	Ipoo	B-CAUSE
852	irukura	I-CAUSE
852	actors	I-CAUSE
852	ivaroda	I-CAUSE
852	age	I-CAUSE
852	Ku	I-CAUSE
852	nadika	I-CAUSE
852	mudiyuma	I-CAUSE
852	.....	I-CAUSE
853	Adu	O
853	eppadi	O
853	themigalam	O
853	...	O
853	intana	O
853	time	O
853	paradhu	O
853	paradhu	O
853	adichum	O
853	toppi	B-CAUSE
853	kela	I-CAUSE
853	vilaveh	I-CAUSE
853	illa	I-CAUSE
853	....	I-CAUSE
854	Family	O
854	sentiment	O
854	...	O
854	Pondatti	O
854	pullainga	O
854	...	O
854	Engayo	O
854	link	O
854	aavuthe	O
854	Sun	O
854	pictures	O
854	nalla	O
854	panringa	O
854	THALAIVAR	B-CAUSE
854	DHARISANAM	I-CAUSE
855	Bairavaa	O
855	padam	O
855	enna	B-CAUSE
855	flop	I-CAUSE
855	ahh	I-CAUSE
855	Therla	O
855	apdithaan	O
855	pesikuraNga	O
856	Padam	O
856	ooombitu	B-CAUSE
856	poga	I-CAUSE
856	naaam	O
856	thamilar	O
856	katchin	O
856	sarbaga	O
856	valthukirom	O
857	Office	O
857	call	O
857	.....	O
857	Odra	O
857	atha	O
857	....	O
857	Naan	O
857	arasiyaluku	O
857	varathu	O
857	uruthi	O
857	...	O
857	Ithu	O
857	96	O
857	....	O
857	Yaara	B-CAUSE
857	ematha	I-CAUSE
857	paakireenga	I-CAUSE
857	....	I-CAUSE
857	🤣	O
858	Pakka	O
858	mass	O
858	!	O
858	!	O
858	!	O
858	!	O
858	!	O
858	But	O
858	Editing	B-CAUSE
858	la	I-CAUSE
858	oru	I-CAUSE
858	small	I-CAUSE
858	mistake	I-CAUSE
858	thalaivar	I-CAUSE
858	Rajini	O
858	spelling	O
858	ah	O
858	thappa	O
858	potutingale	O
858	paaa	O
858	introduction	O
858	la	O
859	Ilayaraja	O
859	music	O
859	+	O
859	Myskin	O
859	screen	O
859	play	O
859	ommala	B-CAUSE
859	....	I-CAUSE
860	vj	O
860	fans	O
860	dislikes	O
860	ku	O
860	nae	O
860	piranthavanga	O
860	.	O
860	Mersal	O
860	teaser	O
860	ah	O
860	namma	O
860	dislike	O
860	panratha	O
860	pathutu	O
860	ini	O
860	avanunga	O
860	ini	O
860	vara	O
860	ajith	O
860	padathoda	O
860	teaser	O
860	&	O
860	trailer	O
860	ah	O
860	dislike	O
860	pannunum	O
860	nu	O
860	nenaaikavae	B-CAUSE
860	koodathu	I-CAUSE
860	.	I-CAUSE
860	antha	O
860	mathiri	O
860	avanungaluku	O
860	thirupi	B-CAUSE
860	tharanum	I-CAUSE
861	Thalaiverukku	O
861	likes	O
861	kammiya	O
861	irukku	O
861	.	O
861	haters	B-CAUSE
861	athigama	I-CAUSE
861	irukkanga.ana	I-CAUSE
861	enga	O
861	Thalaiver	O
861	vetriya	B-CAUSE
861	thaadukka	I-CAUSE
861	mudiyathu	I-CAUSE
862	Dear	O
862	haters	O
862	Ungaluku	O
862	trailer	O
862	pudikalana	B-CAUSE
862	parkadheenga	I-CAUSE
862	Ungala	O
862	Yarum	O
862	inga	O
862	vara	O
862	soli	O
862	varpuruthula	O
862	Dhayavu	O
862	senchi	O
862	aduthavan	O
862	santhosathula	O
862	mannalli	B-CAUSE
862	padadheengada	I-CAUSE
863	indha	O
863	bgm	O
863	ah	O
863	mattum	O
863	ena	O
863	pundaikku	B-CAUSE
863	copy	I-CAUSE
863	adichan	O
863	indha	O
863	ilayaraja	O
863	🤣	O
863	..	O
863	oru	O
863	vela	O
863	aanama	B-CAUSE
863	poirucho	I-CAUSE
864	wov	O
864	,	O
864	Vikram	O
864	ah	O
864	pathu	O
864	kathuko	O
864	...	O
864	pasathuku	O
864	padam	O
864	verioty	O
864	kodukuraru	O
864	neeyum	O
864	erikiyae	O
864	thupaki	O
864	,	O
864	Kathi	O
864	,	O
864	theri	O
864	action	O
864	padam	O
864	mattum	O
864	than	O
864	nadika	B-CAUSE
864	theriyuma	I-CAUSE
864	unaku	I-CAUSE
865	pandey	O
865	idhu	O
865	aayudha	O
865	yeluthu	O
865	ilaaa	O
865	,	O
865	yedhukyaa	B-CAUSE
865	katharaaa	I-CAUSE
865	!	I-CAUSE
865	!	O
865	!	O
866	Ithu	O
866	,	O
866	Hindi	O
866	movie	O
866	'pink	O
866	'	O
866	remake	B-CAUSE
866	pannathu	I-CAUSE
866	.	O
867	ethula	O
867	oru	O
867	padam	O
867	nu	O
867	trailer	O
867	tavaiya	O
867	sunny	O
867	punda	B-CAUSE
867	mathiri	I-CAUSE
867	erukku	I-CAUSE
868	Dey	O
868	pools	B-CAUSE
868	.....	I-CAUSE
868	crt	O
868	ana	O
868	time	O
868	ku	O
868	trailor	O
868	ah	O
868	vitrukanuga	O
868	.....	O
868	Engada	O
868	sarkar	O
868	Teaser	O
868	ah	O
868	beat	B-CAUSE
868	panichu	I-CAUSE
868	🤣🤣🤣🤣childra	I-CAUSE
868	koothingala	I-CAUSE
869	aiyayo	O
869	aiyayo	O
869	mudeyala	O
869	...	O
869	kadase	O
869	dialogue	O
869	thalaivar	O
869	ah	O
869	vechu	B-CAUSE
869	senju	I-CAUSE
869	taga	I-CAUSE
870	Yevanukavathu	O
870	pontati	O
870	kolandha	O
870	kutty	O
870	sentiment	O
870	irundha	O
870	apdiye	B-CAUSE
870	odi	I-CAUSE
870	poidu	I-CAUSE
870	...	I-CAUSE
870	kolagandula	I-CAUSE
870	irken	I-CAUSE
870	...	I-CAUSE
870	kollama	I-CAUSE
870	vidamaten	I-CAUSE
870	....	I-CAUSE
870	thalaivar	O
870	mass	O
870	....	O
870	i	O
870	am	O
870	eagerly	O
870	waiting	O
870	for	O
870	vj	O
870	sethupathi	O
870	maaaaaaassssssssssss	O
871	Neenga	O
871	enna	O
871	vena	O
871	kathukonga	O
871	aana	O
871	Hollywood	O
871	padathukku	O
871	dubbing	B-CAUSE
871	mattum	I-CAUSE
871	kathukathinga	I-CAUSE
872	Ranjith	O
872	kita	O
872	irundhu	O
872	engala	O
872	kapathitanga	O
872	nanri	B-CAUSE
872	subburaj	I-CAUSE
873	Andhe	O
873	kadaisi	O
873	dialogue	O
873	partha	O
873	...	O
873	atlee	O
873	kaithi	O
873	movie	O
873	postpone	O
873	panne	O
873	mandi	B-CAUSE
873	pota	I-CAUSE
873	mathiri	I-CAUSE
873	teriyudhe	I-CAUSE
874	Karunas	O
874	jathi	O
874	veri	O
874	pudicha	O
874	echaa	B-CAUSE
874	punda	I-CAUSE
874	mavan	I-CAUSE
875	Indha	O
875	dislike	O
875	pannavanga	O
875	yaaru	B-CAUSE
875	nu	I-CAUSE
875	ellarkkum	I-CAUSE
875	theriyum	I-CAUSE
875	..	I-CAUSE
875	Funny	O
875	guys	O
875	ever	O
875	...	O
876	Enna	O
876	da	O
876	sonninga	O
876	kavundana	O
876	vettu	B-CAUSE
876	kavundachiya	I-CAUSE
876	katt	I-CAUSE
876	ah	I-CAUSE
876	ithu	I-CAUSE
876	than	I-CAUSE
876	da	O
876	enga	O
876	bathil	O
877	Otha	O
877	Kuruma	B-CAUSE
877	vechu	I-CAUSE
877	senjutanga	I-CAUSE
877	baadu	O
877	Lot	O
877	of	O
877	family	O
877	!	O
878	Sk	O
878	fans	O
878	hit	O
878	likes	O
878	nu	O
878	sombuthukitu	B-CAUSE
878	oru	I-CAUSE
878	kootamae	I-CAUSE
878	ipo	I-CAUSE
878	varum	I-CAUSE
878	paaren	O
879	pataya	O
879	kelapitaru	O
879	enga	O
879	thalapathy	O
879	ajith	O
879	fans	O
879	savungada	B-CAUSE
879	...	I-CAUSE
879	sethuolingada	I-CAUSE
879	....	I-CAUSE
880	Dei	O
880	siva	O
880	onnu	O
880	bike	O
880	ooturan	O
880	illa	O
880	car	O
880	ooturan	O
880	adha	O
880	vitta	O
880	gun	O
880	eduthu	O
880	scene	B-CAUSE
880	poduran	I-CAUSE
880	Enda	O
880	vera	B-CAUSE
880	edhum	I-CAUSE
880	theriyatha	I-CAUSE
880	avanugu	O
880	illa	O
880	unagu	O
880	theriyatha	O
880	Ella	O
880	dialogue	O
880	copy	O
880	poda	B-CAUSE
880	dei	I-CAUSE
881	ENNA	O
881	HARRIS	O
881	JAYARAJ-U	O
881	...............	O
881	DARK	B-CAUSE
881	KNIGHT	I-CAUSE
881	BGM	I-CAUSE
881	LAM	I-CAUSE
881	KEKKUDHU	I-CAUSE
881	........	I-CAUSE
881	PERIYA	I-CAUSE
881	HANS	I-CAUSE
881	ZIMMER	I-CAUSE
881	IVURU	I-CAUSE
881	....	I-CAUSE
881	?	O
881	!	O
881	?	O
881	!	O
881	?	O
881	!	O
881	?	O
881	!	O
881	?	O
881	!	O
881	?	O
881	!	O
881	?	O
881	!	O
881	?	O
882	Kadaisila	O
882	naan	O
882	arasiyalukku	O
882	varuvathu	O
882	uruthi	O
882	a	O
882	..	O
882	a	O
882	....	O
882	a	O
882	ithu	O
882	96	O
882	yaara	B-CAUSE
882	emathureenga	I-CAUSE
883	Ennanthu	O
883	!	O
883	!	O
883	!	O
883	2	O
883	point	O
883	vova	O
883	.	O
883	Athu	B-CAUSE
883	2	I-CAUSE
883	point	I-CAUSE
883	zero'laa	I-CAUSE
884	Don	O
884	’	O
884	t	O
884	forget	O
884	to	O
884	kill	B-CAUSE
884	the	I-CAUSE
884	like	O
884	button	O
884	🤩🤩🤩🤩🤩	O
885	Trailer	O
885	mayiru	B-CAUSE
885	madhiri	I-CAUSE
885	iruku	I-CAUSE
885	aamai	I-CAUSE
885	nakkis	I-CAUSE
886	Dai	O
886	ohlu	B-CAUSE
886	kuthi	I-CAUSE
886	.	I-CAUSE
886	Unga	O
886	aqhlu	B-CAUSE
886	ohru	I-CAUSE
886	pundai	I-CAUSE
886	..	I-CAUSE
887	Kancha	O
887	kattaya	O
887	vachi	O
887	adicha	O
887	car	O
887	kuda	O
887	parakuthu	O
887	,	O
887	ethu	O
887	bala	O
887	krishna	O
887	movie	O
887	la	O
887	kuda	O
887	ennum	O
887	varala	O
887	,	O
887	bala	B-CAUSE
887	krishna	I-CAUSE
887	va	I-CAUSE
887	over	I-CAUSE
887	take	I-CAUSE
887	panitinka	I-CAUSE
887	orea	O
887	scene	O
887	la	O
888	yapa	O
888	Sammy	O
888	enntha	O
888	teaser	O
888	pathamonu	B-CAUSE
888	iruku	I-CAUSE
888	!	O
888	!	O
888	!	O
889	Ithu	B-CAUSE
889	Ena	I-CAUSE
889	BigBoss	I-CAUSE
889	promo	I-CAUSE
889	va	I-CAUSE
889	da	I-CAUSE
889	like	O
889	comment	O
889	nu	O
889	vilayaditu	B-CAUSE
889	irukinga	I-CAUSE
889	🤣🤣	O
890	Looks	O
890	like	O
890	a	O
890	bad	B-CAUSE
890	Russian	I-CAUSE
890	movie	I-CAUSE
891	Haters	B-CAUSE
891	r	I-CAUSE
891	barking	I-CAUSE
891	in	O
891	this	O
891	cmnt	O
891	sectionnee	O
891	yenna	O
891	vena	O
891	sollikaaakatharikaaaThala	O
891	thala	O
891	taaaaannn	O
892	After	O
892	10	O
892	apparom	O
892	trailer	O
892	ha	O
892	pathu	O
892	Ngk	O
892	best	O
892	nu	O
892	permapadura	O
892	idots	B-CAUSE
892	ku	I-CAUSE
892	epave	O
892	Ngk-2	O
892	edu	O
892	unnoda	O
892	genius	O
892	ha	O
892	katu	O
892	thalaiva	O
892	uncut	O
892	waiting	O
892	in	O
892	Ngk-2	O
893	Viswasam	O
893	:	O
893	if	B-CAUSE
893	you	I-CAUSE
893	are	I-CAUSE
893	bad	I-CAUSE
893	Petta	O
893	:	O
893	iam	O
893	your	O
893	dad	O
893	verithanam	O
894	Thala	O
894	lam	O
894	oru	O
894	allu	O
894	punda	B-CAUSE
894	Poda	I-CAUSE
894	pitta	I-CAUSE
894	badu	I-CAUSE
895	Hit	O
895	likes	O
895	nu	O
895	picha	B-CAUSE
895	edukathavanga	I-CAUSE
895	like	O
895	pannunga	O
896	YouTube	O
896	sengirichi	O
896	vijay	O
896	fans	O
896	ku	O
896	pawam	B-CAUSE
896	da	I-CAUSE
896	kabali	I-CAUSE
896	record	O
896	break	O
896	Panna	O
896	dream	O
896	panni	O
896	ellam	O
896	waste	O
896	dai	O
896	Thala	O
896	yai	O
896	varanum	O
896	record	O
896	break	O
896	panna	O
896	,	O
896	record	O
896	create	O
896	pannayum	O
897	punda	B-CAUSE
897	mavanugala	I-CAUSE
897	indha	O
897	dislike	O
897	aha	O
897	endha	O
897	thevudiya	O
897	mavan	O
897	podra	O
897	ungalukku	B-CAUSE
897	kannu	I-CAUSE
897	punda	I-CAUSE
897	olunga	I-CAUSE
897	therithada	I-CAUSE
897	.....	I-CAUSE
898	Rest	B-CAUSE
898	in	I-CAUSE
898	peace	I-CAUSE
898	Dislikers	O
898	....	O
898	Ungalukkulaam	O
898	entha	O
898	padamthaa	O
898	pudikkum	O
898	.	O
898	Ke	B-CAUSE
898	*	I-CAUSE
898	*	I-CAUSE
898	*	I-CAUSE
898	koo	I-CAUSE
898	pasangala	I-CAUSE
898	...	I-CAUSE
899	32K	O
899	Like	O
899	Potavan	O
899	Silukku	B-CAUSE
899	Mavan	I-CAUSE
900	Intha	O
900	padam	O
900	pudichavanga	O
900	like	O
900	pannunga	O
900	seruppadi	B-CAUSE
900	to	I-CAUSE
900	haters	O
900	...	O
901	inna	O
901	da	O
901	idhu	O
901	elllathukkum	O
901	sirikkuran	O
901	loosa	B-CAUSE
901	iruppano	I-CAUSE
902	Sounds	O
902	saa	O
902	kekum	O
902	potha	O
902	tik	B-CAUSE
902	tik	I-CAUSE
902	in	I-CAUSE
902	iruku	I-CAUSE
903	Enna	O
903	da	O
903	mairu	B-CAUSE
903	mari	I-CAUSE
903	edit	O
903	pannirukka	O
903	phone	O
903	la	O
903	potrate	B-CAUSE
903	mode	I-CAUSE
903	pottu	I-CAUSE
903	edutha	I-CAUSE
903	mari	I-CAUSE
903	irukku	I-CAUSE
904	Joseph	O
904	kujay	O
904	kunjugal	B-CAUSE
904	only	I-CAUSE
904	likes	O
904	this	O
904	useless	O
904	trailer	O
904	sure	O
904	movie	O
904	big	B-CAUSE
904	flop	I-CAUSE
905	Rajini	O
905	:	O
905	naan	O
905	arasiyalukku	O
905	varuvathu	O
905	uruthi	O
905	J.ravi	O
905	:	O
905	heyyy	O
905	ithu	O
905	96	O
905	yaarai	B-CAUSE
905	yemathureenka	I-CAUSE
905	..	I-CAUSE
906	Appo	O
906	Vijay	O
906	sir	O
906	ku	O
906	ippo	O
906	Surya	O
906	sir	O
906	ku	O
906	jaldra	B-CAUSE
907	Ada	O
907	aravekaatu	O
907	koodhingala	B-CAUSE
907	Sunni	I-CAUSE
907	maari	I-CAUSE
907	irukku	I-CAUSE
907	unga	O
907	dialogues	O
907	Punda	O
908	Enna	O
908	da	O
908	reliance	O
908	mobile	O
908	la	O
908	first	O
908	la	O
908	vantha	O
908	ring	B-CAUSE
908	tone	I-CAUSE
908	ah	I-CAUSE
908	bgm	I-CAUSE
908	ah	I-CAUSE
908	potu	I-CAUSE
908	irukenga	I-CAUSE
909	Ennada	O
909	intha	O
909	BGM	O
909	kaththi	O
909	BGM	O
909	ah	O
909	...	O
909	illa	B-CAUSE
909	vivegam	I-CAUSE
909	movie	I-CAUSE
909	la	I-CAUSE
909	vara	I-CAUSE
909	viduthalai	I-CAUSE
909	song	I-CAUSE
909	ah	I-CAUSE
909	....	I-CAUSE
910	Padathula	O
910	Mattum	O
910	dan	O
910	Ella	O
910	pesuringa	O
910	ana	O
910	real	O
910	la	O
910	Vaya	B-CAUSE
910	thorakka	I-CAUSE
910	ve	I-CAUSE
910	matringa	I-CAUSE
910	pa	O
910	all	O
910	herovum	O
911	Nammai	O
911	thavaraka	O
911	siththarikum	O
911	naikaluku	O
911	seyruppadi	B-CAUSE
911	kodukum	I-CAUSE
911	vithama	I-CAUSE
911	ullathu	O
912	Movie	O
912	flop	B-CAUSE
912	folp	I-CAUSE
912	flop	I-CAUSE
912	flop	I-CAUSE
912	flop	I-CAUSE
912	flop	I-CAUSE
912	flop	I-CAUSE
913	Why	B-CAUSE
913	it	I-CAUSE
913	does	I-CAUSE
913	n't	I-CAUSE
913	look	I-CAUSE
913	like	I-CAUSE
913	a	O
913	selvaragavan	O
913	padam	O
913	?	O
914	Inimae	O
914	evanavadhu	O
914	Superstar	O
914	nu	O
914	sonneenga	O
914	....	O
914	(	O
914	Kolai	B-CAUSE
914	veriyila	I-CAUSE
914	otukken	I-CAUSE
914	..	I-CAUSE
914	Oodidunga	I-CAUSE
914	)	I-CAUSE
914	...	O
915	rajini	O
915	style	O
915	eh	B-CAUSE
915	copy	I-CAUSE
915	pannuthu	I-CAUSE
915	pandaram	I-CAUSE
916	1	O
916	weeks	O
916	mela	O
916	agiyum	O
916	11M	B-CAUSE
916	view	I-CAUSE
916	tan	I-CAUSE
916	Marana	O
916	mokka	O
917	5.7k	O
917	Real	O
917	Comalis	B-CAUSE
917	are	I-CAUSE
917	2k	I-CAUSE
917	kids	I-CAUSE
918	Thayavu	O
918	senju	O
918	intha	O
918	padatha	O
918	hit	O
918	aakirunga	O
918	,	O
918	apo	O
918	thaan	O
918	uthayanithi	O
918	politics	O
918	la	O
918	irunthu	O
918	thirumba	O
918	nadika	O
918	varuvar	O
918	,	O
918	naadu	B-CAUSE
918	thapikum	I-CAUSE
918	.	I-CAUSE
919	enga	O
919	viswasathukku	O
919	munna	O
919	ithu	O
919	email	B-CAUSE
919	ellam	I-CAUSE
919	onnume	I-CAUSE
919	kidayathu	I-CAUSE
920	Vagina	B-CAUSE
920	fanskala	I-CAUSE
920	savunkada	I-CAUSE
920	...	I-CAUSE
920	Thalaivar	O
920	Kodi	O
920	parakura	O
920	edathula	O
920	Vera	O
920	Evan	O
920	kodida	O
920	parakum	O
921	12k	O
921	dislikes	O
921	from	O
921	blind	B-CAUSE
921	srk	I-CAUSE
921	fans	O
922	Sad	O
922	to	O
922	say	O
922	,	O
922	but	O
922	seems	B-CAUSE
922	like	I-CAUSE
922	rekka	I-CAUSE
922	2	I-CAUSE
922	....	I-CAUSE
922	hope	O
922	I	O
922	'm	O
922	wrong	O
922	!	O
923	Yentha	O
923	paradesi	B-CAUSE
923	da	I-CAUSE
923	dislike	O
923	pannathu	O
923	.....	O
923	Podungada	O
923	like	O
923	....	O
923	therikavidalama	O
924	Ellam	O
924	nalla	O
924	irunthuchu	O
924	athuenna	O
924	mersalpadatha	O
924	paathu	O
924	unaku	O
924	sirippu	B-CAUSE
924	punda	I-CAUSE
925	Elaarayum	O
925	sollitu	O
925	ipo	O
925	ivaru	O
925	edhuku	O
925	adhuthavanga	O
925	music	B-CAUSE
925	eduthu	I-CAUSE
925	poturukaaru	I-CAUSE
925	!	I-CAUSE
925	....	O
925	#	O
925	Beethoven	O
925	music	O
926	scens	O
926	la	O
926	patha	O
926	thandavam	B-CAUSE
926	padam	I-CAUSE
926	mari	I-CAUSE
926	irukum	I-CAUSE
926	nu	O
926	thonuthu	O
926	..	O
926	enadhan	O
926	hi	O
926	fi	O
926	ah	O
926	edthalum	O
926	story	O
926	one	O
926	line	O
926	mokkaya	B-CAUSE
926	tha	I-CAUSE
926	irukum.pakalam	I-CAUSE
926	...	O
927	Neenga	B-CAUSE
927	innum	I-CAUSE
927	ithu	I-CAUSE
927	maariye	I-CAUSE
927	padam	I-CAUSE
927	eduthutu	I-CAUSE
927	irunga	I-CAUSE
927	!	I-CAUSE
927	Anga	O
927	(	O
927	Malayalam	O
927	Industry	O
927	)	O
927	ipolam	O
927	vera	O
927	level	O
927	ah	O
927	padam	O
927	edukuranga	O
927	!	O
928	orutharmela	O
928	neenga	O
928	visuwasam	O
928	kaatrathukaka	O
928	inorthara	O
928	edhuku	O
928	asinga	B-CAUSE
928	paduthuringa	I-CAUSE
929	Kelapyana	B-CAUSE
929	pathu	I-CAUSE
929	chennapyan	O
929	soldringa	O
929	ye	O
929	paa	O
930	Indha	O
930	teaser	O
930	ku	O
930	dislike	O
930	Pana	O
930	epd	B-CAUSE
930	da	I-CAUSE
930	manasu	I-CAUSE
930	varudhu	I-CAUSE
930	ungaluku	I-CAUSE
931	Engada	O
931	poniga	O
931	madhurai	O
931	karange	O
931	madhurai	O
931	yedtha	O
931	mattu	O
931	like	O
931	poduvingala	O
931	ennada	B-CAUSE
931	dai	I-CAUSE
932	intha	O
932	naai	B-CAUSE
932	Ku	I-CAUSE
932	vera	O
932	vela	O
932	Ila	O
932	thooooo	B-CAUSE
932	oodi	I-CAUSE
932	po	I-CAUSE
932	naaya	O
933	Nee	O
933	komali	B-CAUSE
933	than	I-CAUSE
933	da	O
933	,	O
933	potta	O
933	en	O
933	Thalivar	O
933	mass	O
933	da	O
934	Shakti	O
934	maaaaaan	O
934	.	O
934	sankarji	O
934	vazhangum	O
934	Sakthi	O
934	man	O
934	2.0.	O
934	.	O
934	Ondru	B-CAUSE
934	Hollywood	I-CAUSE
934	tharathukku	I-CAUSE
934	meala	I-CAUSE
934	illa	I-CAUSE
934	atharku	O
934	nikaraanatha	O
934	irukanum	O
934	.	O
935	Ellathukum	O
935	intha	O
935	barani	O
935	payathan	B-CAUSE
935	kaaranam	I-CAUSE
935	....	I-CAUSE
935	Like	O
935	BB	O
936	Ithella	O
936	ennada	O
936	hollywood	O
936	pado	O
936	enga	O
936	aalu	O
936	siva	O
936	etuthaaru	O
936	paarraa	O
936	vivegam	O
936	pado	O
936	athu	O
936	maari	O
936	oru	O
936	pado	O
936	ungalaala	O
936	etukka	B-CAUSE
936	mudiyuma	I-CAUSE
936	aa	O
937	Intha	B-CAUSE
937	music	I-CAUSE
937	bathil	I-CAUSE
937	ah	I-CAUSE
937	Vera	O
937	ah	O
937	irundhu	O
937	irundha	O
937	semaiya	O
937	ah	O
937	irundhu	O
937	irukum	O
938	Deepavali	O
938	release	O
938	pannadhinga	B-CAUSE
938	,	I-CAUSE
938	panna	O
938	loss	B-CAUSE
938	ungalukkutha	I-CAUSE
938	,	I-CAUSE
939	Rajani	O
939	killatu	B-CAUSE
939	Naai	I-CAUSE
939	Arivu	I-CAUSE
939	ketta	I-CAUSE
939	jenmankal	I-CAUSE
939	TN	O
939	Tamils🤣🤣🤣	O
940	ippo	O
940	naame	O
940	enna	O
940	seivom	O
940	hatters	O
940	itku	O
940	seruppaale	B-CAUSE
940	adippom	I-CAUSE
941	Padam	O
941	fulla	O
941	night	O
941	la	O
941	eduthurkanga	O
941	....	O
941	🤔🤔🤔	O
941	oru	B-CAUSE
941	vela	I-CAUSE
941	night	I-CAUSE
941	movie	I-CAUSE
941	ya	I-CAUSE
942	Personality	O
942	pathu	O
942	varathu	O
942	da	O
942	men8tal	B-CAUSE
942	pasangala	I-CAUSE
943	Ena	O
943	etho	O
943	paithiyakara	B-CAUSE
943	padam	I-CAUSE
943	pol	O
943	irukku	O
943	..	O
943	ithula	O
943	naraiya	O
